ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2021-2-FI01-KA220-YOU-000050569,Circus Trans Formation in Action Advanced,Cooperation partnerships in youth,KA220-YOU,2021,E10167761,,Sorin Sirkus ry,Non-governmental organisation/association,Tampere,Pirkanmaa,28,03.01.22,6/30/2024,"224 625,00 €",TOPIC-25,Pedagogy and didactics,#PUUTTUU
2021-2-FI01-KA220-YOU-000048646,Volunteer and go!,Cooperation partnerships in youth,KA220-YOU,2021,E10182641,,Sosiaalipedagogiikan säätiö,Foundation,Helsinki,Helsinki-Uusimaa,24,03.01.22,2/29/2024,"209 059,00 €",TOPIC-92,Social assistance and welfare,"Common values, civic engagement and participation"
2021-2-FI01-KA220-YOU-000047879,MALE: MicromAchism’ young peopLe reEducation,Cooperation partnerships in youth,KA220-YOU,2021,E10188276,,"SIRIUS, kansainvälinen nuorisoaloitteiden yhdistys ry",Non-governmental organisation/association,Turku,,23,27.05.22,26.04.24,110935,TOPIC-109,Promoting gender equality,"Inclusion and diversity in all fields of education, training, youth and sport"
2021-2-FI01-KA210-YOU-000051172,7 Zaļais Vihreä,Small-scale partnerships in youth,KA210-YOU,2021,E10108147,,Loimaan evankelinen kansanopisto,School/Institute/Educational centre - Adult education,Loimaa,Varsinais-Suomi,24,04.01.22,3/31/2024,"60 000,00 €",TOPIC-61,Green skills,Environment and fight against climate change
2021-2-FI01-KA210-YOU-000050509,I AM HOPE - value based knowledge exchange in the field of youth work,Small-scale partnerships in youth,KA210-YOU,2021,E10090499,,Kulttuurikeskus PiiPoo,Non-Profit making cultural organizations,Lempäälä,Pirkanmaa,22,05.01.22,2/29/2024,"60 000,00 €",TOPIC-83,"European identity, citizenship and values","Common values, civic engagement and participation"
2021-2-FI01-KA210-YOU-000050335,Nature and Diversity in the North,Small-scale partnerships in youth,KA210-YOU,2021,E10093469,,"Eurooppanuoret ry, Unga Europeer rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,04.01.22,3/31/2023,"60 000,00 €",TOPIC-13,Environment and climate change,Environment and fight against climate change
2021-2-FI01-KA210-YOU-000048561,SASTE AVEN!,Small-scale partnerships in youth,KA210-YOU,2021,E10215596,,Suomen Romaniyhdistys ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,03.01.22,2/28/2023,"30 000,00 €",TOPIC-33,Roma and/or other minorities,#PUUTTUU
2021-2-FI01-KA210-VET-000049228,Digital Futures,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10181059,,SASKY koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Sastamala,Pirkanmaa,21,03.01.22,11/30/2023,"60 000,00 €",TOPIC-172,"Initial and continuous training for teachers, trainers and other education staff","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-2-FI01-KA210-VET-000049175,Environmental sustainability as key competence in future business and administration professions,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10031593,,Etelä-Savon Koulutus Oy,School/Institute/Educational centre – Vocational Training (secondary level),Mikkeli,Etelä-Savo,15,05.01.22,7/31/2023,"60 000,00 €",TOPIC-41,Entrepreneurial learning - entrepreneurship education,Environment and fight against climate change
2021-2-FI01-KA210-VET-000049083,SFM VR - Sustainable Forest Management Through Virtual Reality,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10209196,,Työtehoseura ry,School/Institute/Educational centre – Vocational Training (secondary level),Nurmijärvi,Helsinki-Uusimaa,12,03.01.22,2/28/2023,"60 000,00 €",TOPIC-1,"Agriculture, forestry and fisheries","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-2-FI01-KA210-VET-000048448,Capacity building in the indigenous sámi film industry and media education in a context of new digital media technologies,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10284502,,Saamelaisalueen koulutuskeskus,School/Institute/Educational centre – Vocational Training (secondary level),Inari,Lappi,12,03.01.22,2/28/2023,"60 000,00 €",TOPIC-33,Roma and/or other minorities,#PUUTTUU
2021-2-FI01-KA210-VET-000048363,Two countries- one environment,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10047467,,Järviseudun koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Lappajärvi,Etelä-Pohjanmaa,10,03.01.22,12/31/2022,"30 000,00 €",TOPIC-1,"Agriculture, forestry and fisheries","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-2-FI01-KA210-SCH-000051088,EMPOWERING YOUNG CHILDREN TO ACT ON CLIMATE CHANGE,Small-scale partnerships in school education,KA210-SCH,2021,E10262775,,Learning In Nature Ltd,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,12,03.01.22,2/28/2023,"60 000,00 €",TOPIC-13,Environment and climate change,Environment and fight against climate change
2021-2-FI01-KA210-SCH-000049447,Helping our Planet Earth,Small-scale partnerships in school education,KA210-SCH,2021,E10012748,,Pieksämäen lukio,School/Institute/Educational centre – General education (secondary level),Pieksämäki,Etelä-Savo,24,03.01.22,2/29/2024,"60 000,00 €",TOPIC-13,Environment and climate change,"Common values, civic engagement and participation"
2021-2-FI01-KA210-SCH-000049133,"NORDEN OCH DE UNGAS VÄRLD Nordisk dimension i ungdomsutbildning på folkhögskolaStöd av ungas personliga utveckling till goda samhällsmedborgare, en holistisk syn på lärande.",Small-scale partnerships in school education,KA210-SCH,2021,E10101130,,Kvarnen samkommun,School/Institute/Educational centre – General education (basic education),Kruunupyy,Pirkanmaa,24,03.01.22,2/29/2024,"60 000,00 €",TOPIC-169,Preventing early school leaving and failure in education,#PUUTTUU
2021-2-FI01-KA210-ADU-000050922,Job Market Availability and Flexibility,Small-scale partnerships in adult education,KA210-ADU,2021,E10268426,,Kolibri ry,Non-governmental organisation/association,Kotka,Kymenlaakso,24,03.01.22,2/29/2024,"60 000,00 €",TOPIC-8,Economic and financial affairs (including funding issues),"Inclusion and diversity in all fields of education, training, youth and sport"
2021-2-FI01-KA210-ADU-000050710,Women only radio training - Women counter-storying their lives,Small-scale partnerships in adult education,KA210-ADU,2021,E10238665,,Kansan radioliitto - Folkets Radioförbund ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,03.01.22,2/29/2024,"60 000,00 €",TOPIC-109,Promoting gender equality,"Inclusion and diversity in all fields of education, training, youth and sport"
2021-2-FI01-KA210-ADU-000050514,Development of a Methodological Framework of Cybersecurity Internship Program for SMEs,Small-scale partnerships in adult education,KA210-ADU,2021,E10248088,,Learning and Innovation Academy of Finland Oy,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,18,03.01.22,8/31/2023,"60 000,00 €",TOPIC-72,Cooperation between educational institutions and business,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-2-FI01-KA210-ADU-000049997,Integration through prior knowledge,Small-scale partnerships in adult education,KA210-ADU,2021,E10175796,,Learning for Integration ry,Non-governmental organisation/association,Espoo,Helsinki-Uusimaa,18,03.01.22,8/31/2023,"60 000,00 €",TOPIC-140,"Recognition, transparency, certification","Inclusion and diversity in all fields of education, training, youth and sport"
2021-2-FI01-KA210-ADU-000049523,Social Sports for All,Small-scale partnerships in adult education,KA210-ADU,2021,E10126162,,Kukunori ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,18,03.01.22,8/31/2023,"60 000,00 €",TOPIC-77,Community development,#PUUTTUU
2021-2-FI01-KA210-ADU-000048788,Adult students on both sides of the sea - The learning path supported by technology and counselling,Small-scale partnerships in adult education,KA210-ADU,2021,E10121765,,Otavan Opiston liikelaitos,School/Institute/Educational centre - Adult education,Mikkeli,Etelä-Savo,22,03.01.22,12/31/2023,"60 000,00 €",TOPIC-174,Career guidance,#PUUTTUU
2021-2-FI01-KA154-YOU-000039352,Nuoret rauhantyössä,Youth participation activities,KA154-YOU,2021,E10001907,,Suomen Sadankomitea ry De Hundras Kommitté i Finland,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,01.01.22,12/31/2022,"59 820,00 €",TOPIC-29,Reaching the policy level/dialogue with decision makers,#PUUTTUU
2021-2-FI01-KA154-YOU-000039334,Vaikuta vastuullisuuteen: Nuoret muovaamassa kestävää kestävää kuluttamista ja liiketoimintaa Suomessa ja EU:ssa,Youth participation activities,KA154-YOU,2021,E10079834,,Eettisen kaupan puolesta ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,1/15/2022,1/14/2024,"58 520,00 €",TOPIC-126,Human rights and rule of law,#PUUTTUU
2021-2-FI01-KA154-YOU-000039079,Nuoret mukaan! – Nuorten vapaaehtoistyö- ja vaikutusmahdollisuuksien edistäminen eläinsuojelukentällä,Youth participation activities,KA154-YOU,2021,E10281800,,"SEY Suomen eläinsuojelu ry, Djurskyddet Finland rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,01.01.22,12/31/2023,"59 904,00 €",TOPIC-61,Green skills,#PUUTTUU
2021-2-FI01-KA154-YOU-000038885,Nuoret Nuorisoseuravaikuttajat,Youth participation activities,KA154-YOU,2021,E10118765,,Suomen Nuorisoseurat ry,Non-governmental organisation/association,Vantaa,Helsinki-Uusimaa,18,01.01.22,6/30/2023,"59 972,00 €",TOPIC-77,Community development,#PUUTTUU
2021-2-FI01-KA154-YOU-000038802,Nuorten tulevaisuuskuvat 2040,Youth participation activities,KA154-YOU,2021,E10007150,,Lasten ja nuorten keskus ry ,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,01.01.22,12/31/2022,"50 301,00 €",TOPIC-29,Reaching the policy level/dialogue with decision makers,#PUUTTUU
2021-2-FI01-KA153-YOU-000039900,Social games for youth workers,Mobility of youth workers,KA153-YOU,2021,E10116500,,Nuorisokeskus Metsäkartano,Foundation,Rautavaara,Pohjois-Savo,10,01.01.22,10/31/2022,"28 746,00 €",TOPIC-115,Promotion of alternative forms of participation,#PUUTTUU
2021-2-FI01-KA153-YOU-000039004,GREEN EU-ROPE,Mobility of youth workers,KA153-YOU,2021,E10245742,,Yhdessä-Yhdistys Together-Association Ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,24,01.01.22,12/31/2023,"34 958,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-2-FI01-KA153-YOU-000038350,DIGI Tools and instruments for Better Youth Work,Mobility of youth workers,KA153-YOU,2021,E10245742,,Yhdessä-Yhdistys Together-Association Ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,24,01.01.22,12/31/2023,"35 886,00 €",TOPIC-116,Digital youth work,#PUUTTUU
2021-2-FI01-KA153-YOU-000038328,Game is not just a game,Mobility of youth workers,KA153-YOU,2021,E10188028,,Virtain kaupunki,Local Public body,Virrat,Pirkanmaa,12,01.02.22,01.01.23,"22 328,00 €",TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU
2021-2-FI01-KA153-YOU-000038255,Liiveri opintovierailu Skaraborgiin,Mobility of youth workers,KA153-YOU,2021,E10075105,,"Seinäjoen kaupunki, nuorisopalvelut",Public Local body,Seinäjoki,Etelä-Pohjanmaa,12,01.01.22,12/31/2022,"6 189,00 €",TOPIC-116,Digital youth work,#PUUTTUU
2021-2-FI01-KA153-YOU-000038074,"“Youth Workers’ Play Ground,” (YWPG)",Mobility of youth workers,KA153-YOU,2021,E10245742,,Yhdessä-Yhdistys Together-Association Ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,24,01.01.22,12/31/2023,"32 278,00 €",TOPIC-136,Quality and innovation of youth work,#PUUTTUU
2021-2-FI01-KA152-YOU-000040518,European Youth for Climate Change Mitigation,Mobility of young people,KA152-YOU,2021,E10273559,,Finnish Somalia Network,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,15,04.01.22,6/30/2023,"27 840,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-2-FI01-KA152-YOU-000040174,How to be an adult,Mobility of young people,KA152-YOU,2021,E10096610,,Helsingin diakonissalaitoksen säätiö sr,Foundation,Helsinki,Helsinki-Uusimaa,12,04.01.22,3/31/2023,"45 098,00 €",TOPIC-83,"European identity, citizenship and values",#PUUTTUU
2021-2-FI01-KA152-YOU-000039525,Moose party- A youth exchange on well being of youngsters across the Europe,Mobility of young people,KA152-YOU,2021,E10116500,,Nuorisokeskus Metsäkartano,Foundation,Rautavaara,Pohjois-Savo,12,01.01.22,12/31/2022,"24 950,00 €",TOPIC-180,"Physical and mental health, well-being",#PUUTTUU
2021-2-FI01-KA152-YOU-000038832,Week 4 Surviving the Environment,Mobility of young people,KA152-YOU,2021,E10137112,,Maunulan Spinni ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,13,02.02.22,03.01.23,"19 340,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-2-FI01-KA152-YOU-000038460,"Environmental awareness, sustainability and responsibility",Mobility of young people,KA152-YOU,2021,E10100150,,Ranuan kunta,Public Local body,Ranua,Lappi,9,01.01.22,9/30/2022,"27 046,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-2-FI01-KA122-SCH-000042104,Toimiva inkluusio,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10220246,,Kauppis-Heikin koulu,School/Institute/Educational centre – General education (basic education),Iisalmi,Pohjois-Savo,12,05.01.22,4/30/2023,"14 450,00 €",TOPIC-165,"Inclusion, promoting equality and non-discrimination",#PUUTTUU
2021-2-FI01-KA122-SCH-000042040,Hyvinvointia ja aktiivista kansalaisuutta edistämässä - kohti onnellista yhteisöä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10081912,,Jäälin koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,01.01.22,6/30/2023,"29 110,00 €",TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU
2021-2-FI01-KA122-SCH-000042015,Lyhytkestoiset opiskelijaliikkuvuudet Alppilan lukiossa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10030262,,Alppilan lukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,16,2/15/2022,6/14/2023,"28 932,00 €",TOPIC-35,Teaching and learning of foreign languages,#PUUTTUU
2021-2-FI01-KA122-SCH-000042011,Yhteistä kieltä etsimässä -Sosiaalisesta syrjäytymisestä sosiaaliseen integraatioon,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10075194,,Jokelan yläaste,School/Institute/Educational centre – General education (basic education),Tuusula,Helsinki-Uusimaa,18,01.01.22,6/30/2023,"9 030,00 €",TOPIC-132,Preventing racism and discrimination,#PUUTTUU
2021-2-FI01-KA122-SCH-000042009,Mutalan koulu - Kaikille yhteinen koulu,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10129396,,Mutalan koulu,School/Institute/Educational centre – General education (basic education),Joensuu,Pohjois-Karjala,18,01.01.22,6/30/2023,"6 995,00 €",TOPIC-163,Digital skills and competences,#PUUTTUU
2021-2-FI01-KA122-SCH-000042007,Jobbskuggning för inspiration för goda rutiner och för att göra hållbara rutiner mer synliga i Grön Flagg-skolor genom pedagogiska cafeer,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10069621,,Källhagens skola,School/Institute/Educational centre – General education (basic education),Lohja,Helsinki-Uusimaa,17,02.01.22,6/30/2023,"19 520,00 €",TOPIC-61,Green skills,#PUUTTUU
2021-2-FI01-KA122-SCH-000042005,"Tietoa, toimintaa ja tuloksia - kohti kestävää tulevaisuutta!",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10089491,,Kuopion klassillinen lukio,School/Institute/Educational centre – General education (secondary level),Kuopio,Pohjois-Savo,18,01.01.22,6/30/2023,"30 730,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-2-FI01-KA122-SCH-000041893,Bringing people together - The Bridge between Finland and Spain,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10089827,,Nakkilan yhteiskoulu,School/Institute/Educational centre – General education (basic education),Nakkila,Satakunta,12,01.01.22,12/31/2022,"28 121,00 €",TOPIC-35,Teaching and learning of foreign languages,#PUUTTUU
