ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name,City_korjattu
2023-1-FI01-KA122-SCH-000137974,Pogostan koulun ja Colaiste Nano Naglen tapaaminen,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10289795,,Pogostan koulu,School/Institute/Educational centre – General education (basic education),Ilomantsi,Pohjois-Karjala,18,1.6.2023,30.11.2024,47970,TOPIC-163_TOPIC-168_TOPIC-35,Digital skills and competences_Development of disadvantaged rural and urban areas_Teaching and learning of foreign languages,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000135030, Kestävän kehityksen taitoja nuorille monikulttuurisessa Euroopassa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10184054,,Jynkänlahden koulu,School/Institute/Educational centre – General education (basic education),Kuopio,Pohjois-Savo,18,10.8.2023,9.2.2025,49756,TOPIC-164_TOPIC-187_TOPIC-61,Information and communication technologies (ICT)_International relations and development cooperation_Green skills,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000134870,"Meidän koulu - omaksi koettu, erityisyydestään ylpeä yhteisö",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10157376,,Hatsalan klassillinen koulu,School/Institute/Educational centre – General education (basic education),Kuopio,Pohjois-Savo,18,1.8.2023,31.1.2025,44032,TOPIC-102_TOPIC-172_TOPIC-195,"Bridging intercultural, intergenerational and social divide_Initial and continuous training for teachers, trainers and other education staff_Digital transformation planning and implementation",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000134158,Ovet auki Eurooppaan!,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10163283,,"Talvikankaan koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.8.2023,31.1.2025,22545,TOPIC-187_TOPIC-35_TOPIC-97,International relations and development cooperation_Teaching and learning of foreign languages_New learning and teaching methods and approaches,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000133872,Vihreämpi tulevaisuus,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10131844,,"Metsokankaan koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.6.2023,30.11.2024,18910,TOPIC-13_TOPIC-61_TOPIC-83,"Environment and climate change_Green skills_European identity, citizenship and values",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000133828,Kielitaito kestävänä sosiaalisena pääomana,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10045886,,Limingan lukio,School/Institute/Educational centre – General education (secondary level),Liminka,Pohjois-Pohjanmaa,12,1.8.2023,31.7.2024,30710,TOPIC-13_TOPIC-131_TOPIC-172,"Environment and climate change_Key competences development_Initial and continuous training for teachers, trainers and other education staff",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000133728,Välmående elever - välmående skola,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10180396,,Lovisavikens skola,School/Institute/Educational centre – General education (basic education),Loviisa,Helsinki-Uusimaa,18,1.9.2023,28.2.2025,33468,TOPIC-165_TOPIC-180_TOPIC-70,"Inclusion, promoting equality and non-discrimination_Physical and mental health, well-being_Cultural heritage",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000133375,Tulevaisuususkon lisääminen Espoon yhteislyseossa ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10125987,,Espoon yhteislyseo,School/Institute/Educational centre – General education (secondary level),Espoo,Helsinki-Uusimaa,18,11.8.2023,10.2.2025,59674,TOPIC-13_TOPIC-160_TOPIC-165,"Environment and climate change_Democracy and inclusive democratic participation_Inclusion, promoting equality and non-discrimination",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000132669,Monikulttuurisuus keskellämme,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10046535,,Onkilahden yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Vaasa,Pohjanmaa,18,20.8.2023,19.2.2025,52770,TOPIC-165_TOPIC-190_TOPIC-35,"Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices_Teaching and learning of foreign languages",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000132235,"Hyvinvoinnilla kohti ekososiaalista sivistystä

Arvostava vuorovaikutus ympäristön ja yhteisön kanssa vahvistaa yksilön hyvinvointia

",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10070465,,"Maikkulan koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.6.2023,30.11.2024,20490,TOPIC-180_TOPIC-61_TOPIC-97,"Physical and mental health, well-being_Green skills_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000131689,Monilukutaidon mestariksi,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10179667,,Niittylahden koulu,School/Institute/Educational centre – General education (basic education),Joensuu,Pohjois-Karjala,18,1.8.2023,31.1.2025,20876,TOPIC-160_TOPIC-163_TOPIC-172,"Democracy and inclusive democratic participation_Digital skills and competences_Initial and continuous training for teachers, trainers and other education staff",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000131448,Hyvinvoiva kouluyhteisö 2.0 - Yhdessä olemme enemmän,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10002794,,Pennalan koulu,School/Institute/Educational centre – General education (basic education),Orimattila,Päijät-Häme,18,1.9.2023,28.2.2025,20210,TOPIC-180_TOPIC-190_TOPIC-97,"Physical and mental health, well-being_Digital content, technologies and practices_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000131110,Mutkatonta matematiikkaa minäkuvaa kohottaen,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10143579,,"Alakylän koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.10.2023,31.3.2025,11660,TOPIC-173_TOPIC-187_TOPIC-97,"Science, technology, engineering and mathematics (STEM)_International relations and development cooperation_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000131016,"Saimaa – Järvi, saaristo ja mielenmaisema",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10051044,,"Savonlinnan kaupunki, Mertalan koulu",School/Institute/Educational centre – General education (basic education),Savonlinna,Etelä-Savo,18,1.8.2023,31.1.2025,45970,TOPIC-13_TOPIC-165_TOPIC-35,"Environment and climate change_Inclusion, promoting equality and non-discrimination_Teaching and learning of foreign languages",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000130798,Fit for Life,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10018586,,"Nivalan kaupunki, Niva-Kaijan koulu",School/Institute/Educational centre – General education (basic education),Nivala,Pohjois-Pohjanmaa,18,1.10.2023,31.3.2025,54730,TOPIC-163_TOPIC-180_TOPIC-184,"Digital skills and competences_Physical and mental health, well-being_Tackling geographical remoteness and involving rural areas",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000129485,Munkka goes green - kohti vihreämpiä valintoja,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10060616,,Munkkiniemen yhteiskoulu,School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,18,1.8.2023,31.1.2025,48600,TOPIC-13_TOPIC-131,Environment and climate change_Key competences development,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000128147,Maailmankansalaisen kompetenssit monialaisen oppimisen tukena,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10161870,,Karhunmäen koulu,School/Institute/Educational centre – General education (basic education),Joensuu,Pohjois-Karjala,18,1.9.2023,28.2.2025,18346,TOPIC-131_TOPIC-162_TOPIC-163,Key competences development_Media literacy and tackling disinformation _Digital skills and competences,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000127775,Hyvät käytännöt jakamalla vahvemmaksi,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10130383,,"Laurin koulu, Mynämäki",School/Institute/Educational centre – General education (basic education),Mynämäki,Varsinais-Suomi,18,1.6.2023,30.11.2024,11000,TOPIC-13_TOPIC-61_TOPIC-97,Environment and climate change_Green skills_New learning and teaching methods and approaches,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000127613,Strandnäs skola: implementering av den nya läroplanen för främjandet av delaktigt och aktivt medborgarskap,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10314490,,Strandnäs skola,School/Institute/Educational centre – General education (basic education),Maarianhamina,Åland,18,1.6.2023,30.11.2024,51785,TOPIC-131_TOPIC-172_TOPIC-97,"Key competences development_Initial and continuous training for teachers, trainers and other education staff_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000127151,Elämää äärirajoilla,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10032667,,Ounasvaaran lukio,School/Institute/Educational centre – General education (secondary level),Rovaniemi,Lappi,15,1.8.2023,31.10.2024,18250,TOPIC-13_TOPIC-70_TOPIC-83,"Environment and climate change_Cultural heritage_European identity, citizenship and values",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000126735,Jynkän koulu liikkuu!,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10198767,,Jynkän koulu,School/Institute/Educational centre – General education (basic education),Kuopio,Pohjois-Savo,18,1.6.2023,30.11.2024,52760,TOPIC-187_TOPIC-190_TOPIC-97,"International relations and development cooperation_Digital content, technologies and practices_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000125805,Hyvinvoiva Kastelli ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10183581,,"Kastellin koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.8.2023,31.1.2025,40965,TOPIC-180_TOPIC-35_TOPIC-83,"Physical and mental health, well-being_Teaching and learning of foreign languages_European identity, citizenship and values",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000125331,Interkulttuurisen kompetenssin edistäminen monikulttuurisessa kouluyhteisössä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10185343,,"Merikosken koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.6.2023,30.11.2024,29730,TOPIC-102_TOPIC-165_TOPIC-70,"Bridging intercultural, intergenerational and social divide_Inclusion, promoting equality and non-discrimination_Cultural heritage",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000124678,Europa för allihopa - att bli en europeisk medborgare genom skolsamarbeten,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10179127,,Skolgarantiföreningen rf,Non-governmental organisation/association,Oulu,Pohjois-Pohjanmaa,18,1.7.2023,31.12.2024,35514,TOPIC-159_TOPIC-83,"Awareness about the European Union_European identity, citizenship and values",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000123927,Eteenpäin - yhdessä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10136562,,Keskustan alakoulu,School/Institute/Educational centre – General education (basic education),Harjavalta,Satakunta,18,1.9.2023,28.2.2025,30850,TOPIC-131_TOPIC-165_TOPIC-190,"Key competences development_Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000123835,Kestävän kehityksen tavoitteilla hyvinvointia,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10176149,,Sipoonjoen yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Sipoo,Helsinki-Uusimaa,18,1.10.2023,31.3.2025,46190,TOPIC-13_TOPIC-160_TOPIC-190,"Environment and climate change_Democracy and inclusive democratic participation_Digital content, technologies and practices",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000123336,Eurooppalainen identiteettimme ja jaetut vahvuutemme,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10224693,,Ylästön koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,18,10/28/2023,27.4.2025,18240,TOPIC-163_TOPIC-61_TOPIC-97,Digital skills and competences_Green skills_New learning and teaching methods and approaches,#PUUTTUU!,
2023-1-FI01-KA122-SCH-000122098,Swinghill International Corps,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10321774,,Keinumäen koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,11900,TOPIC-180_TOPIC-187_TOPIC-35,"Physical and mental health, well-being_International relations and development cooperation_Teaching and learning of foreign languages",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000121929,Työhyvinvointia ja positiivisuutta Puistolanraitille,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10201214,,Puistolanraitin ala-aste,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,18,1.6.2023,30.11.2024,17980,TOPIC-180,"Physical and mental health, well-being",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000121728,Meidän Eurooppamme 2024,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10315565,,Merikarvian kunta,Local Public body,Merikarvia,Satakunta,12,1.8.2023,31.7.2024,24810,TOPIC-163_TOPIC-83_TOPIC-97,"Digital skills and competences_European identity, citizenship and values_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000120974,Kielitietoinen kouluarki,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10314023,,Lehtikuusen koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,41140,TOPIC-102_TOPIC-35_TOPIC-97,"Bridging intercultural, intergenerational and social divide_Teaching and learning of foreign languages_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000120589,Monikulttuuriselta Varissuolta monikulttuuriseen Eurooppaan (MOVE),Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10209158,,TURUN YLIOPISTO,Higher education institution (tertiary level),Turku,Varsinais-Suomi,18,1.9.2023,28.2.2025,24275,TOPIC-172_TOPIC-180_TOPIC-83,"Initial and continuous training for teachers, trainers and other education staff_Physical and mental health, well-being_European identity, citizenship and values",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000120493,Tulevaisuuden työelämätaitoja CLIL:llä ja robotiikalla,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10163282,,Järvikylän koulu,School/Institute/Educational centre – General education (basic education),Nivala,Pohjois-Pohjanmaa,18,1.9.2023,28.2.2025,16596,TOPIC-131_TOPIC-172_TOPIC-190,"Key competences development_Initial and continuous training for teachers, trainers and other education staff_Digital content, technologies and practices",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000120410,Utveckling av aktivt medborgarskap ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10217994,,"Övernäs skola, Mariehamns stad ",School/Institute/Educational centre – General education (basic education),Maarianhamina,Åland,18,1.6.2023,30.11.2024,36815,TOPIC-131_TOPIC-83_TOPIC-97,"Key competences development_European identity, citizenship and values_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000117676,Koulu kuuluu kaikille! ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10183883,,Etelänummen koulu,School/Institute/Educational centre – General education (basic education),Pietarsaari,Pohjanmaa,18,1.8.2023,31.1.2025,21860,TOPIC-180_TOPIC-70_TOPIC-97,"Physical and mental health, well-being_Cultural heritage_New learning and teaching methods and approaches",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000116988,Vaikutamme vierain kielin,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10078115,,Kalevan Lukio,School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,17,1.8.2023,31.12.2024,39245,TOPIC-160_TOPIC-180_TOPIC-35,"Democracy and inclusive democratic participation_Physical and mental health, well-being_Teaching and learning of foreign languages",#PUUTTUU!,
2023-1-FI01-KA122-SCH-000116328,Rakennemuutos ja kollektiivinen muisti,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10023881,,Väinö Linnan lukio,School/Institute/Educational centre – General education (secondary level),Urjala,Pirkanmaa,12,1.8.2023,31.7.2024,12440,TOPIC-163_TOPIC-70_TOPIC-83,"Digital skills and competences_Cultural heritage_European identity, citizenship and values",#PUUTTUU!,
