ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name,City_korjattu
2024-1-FI01-KA171-HED-000218572,,International mobility supported by external policy funds,KA171-HED,2024,E10181841,,ITÄ-SUOMEN YLIOPISTO,Higher education institution (tertiary level),Kuopio,Pohjois-Savo,36,1.8.2024,31.7.2027,593001,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000220660,,International mobility supported by external policy funds,KA171-HED,2024,E10162341,,DIAKONIA-AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Helsinki,Uusimaa,36,1.8.2024,31.7.2027,47730,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000220818,,International mobility supported by external policy funds,KA171-HED,2024,E10183030,,LAUREA-AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Vantaa,Uusimaa,36,1.8.2024,31.7.2027,177393,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000221484,,International mobility supported by external policy funds,KA171-HED,2024,E10207996,,LAPPEENRANNAN-LAHDEN TEKNILLINEN YLIOPISTO LUT,Higher education institution (tertiary level),Lappeenranta,Etelä-Karjala,36,1.8.2024,31.7.2027,50840,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000223533,,International mobility supported by external policy funds,KA171-HED,2024,E10181958,,AALTO KORKEAKOULUSÄÄTIÖ SR,Higher education institution (tertiary level),Espoo,Uusimaa,36,1.8.2024,31.7.2027,329063,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000226503,,International mobility supported by external policy funds,KA171-HED,2024,E10138638,,KARELIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Joensuu,Pohjois-Karjala,36,1.8.2024,31.7.2027,58515,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000227687,,International mobility supported by external policy funds,KA171-HED,2024,E10208661,,OULUN YLIOPISTO,Higher education institution (tertiary level),Oulu,Pohjois-Pohjanmaa,36,1.8.2024,31.7.2027,163789,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000228785,,International mobility supported by external policy funds,KA171-HED,2024,E10208640,,JYVÄSKYLÄN YLIOPISTO,Higher education institution (tertiary level),Jyväskylä,Keski-Suomi,24,1.8.2024,31.7.2026,307579,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000228955,,International mobility supported by external policy funds,KA171-HED,2024,E10209158,,TURUN YLIOPISTO,Higher education institution (tertiary level),Turku,Varsinais-Suomi,36,1.8.2024,31.7.2027,268418,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000232984,,International mobility supported by external policy funds,KA171-HED,2024,E10165740,,SAVONIA-AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Kuopio,Pohjois-Savo,36,1.8.2024,31.7.2027,57120,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000238720,,International mobility supported by external policy funds,KA171-HED,2024,E10138816,,HAAGA-HELIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Helsinki,Uusimaa,36,1.8.2024,31.7.2027,87170,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000239173,,International mobility supported by external policy funds,KA171-HED,2024,E10202440,,KAAKKOIS-SUOMEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Mikkeli,Etelä-Savo,36,1.8.2024,31.7.2027,94284,,,#PUUTTUU!,
2024-1-FI01-KA171-HED-000241260,,International mobility supported by external policy funds,KA171-HED,2024,E10174519,,TAMPEREEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Tampere,Pirkanmaa,36,1.8.2024,31.7.2027,286613,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000306535,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10139100,,KANSANVALISTUSSEURA SR.,Foundation,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,12520,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000309136,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10073835,,Järvilakeuden kansalaisopiston kannatusyhdistys ry,School/Institute/Educational centre – Adult education,Kauhava,Etelä-Pohjanmaa,15,1.6.2025,31.8.2026,259651,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000311463,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10041094,,Kalajoen Kristillisen Opiston Kannatusyhdistys ry,School/Institute/Educational centre – Adult education,Kalajoki,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,33111,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000312581,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10090850,,Alkio-opiston kannatusyhdistys ry,School/Institute/Educational centre – Adult education,Jyväskylä,Keski-Suomi,15,1.6.2025,31.8.2026,10535,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000312933,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10037894,,Siilinjärven kansalaisopisto,School/Institute/Educational centre – Adult education,Siilinjärvi,Pohjois-Savo,15,1.6.2025,31.8.2026,133060,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000313116,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10108147,,Loimaan evankelinen kansanopisto,School/Institute/Educational centre – Adult education,Loimaa,Varsinais-Suomi,15,1.6.2025,31.8.2026,31657,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000314123,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10246202,,Joensuun Aikuislukio,School/Institute/Educational centre – Adult education,Joensuu,Pohjois-Karjala,15,1.6.2025,31.8.2026,18848,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000315138,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10216652,,Ålands landskapsregering,School/Institute/Educational centre – Adult education,Maarianhamina,Ahvenanmaa,15,1.6.2025,31.8.2026,7387,,,#PUUTTUU!,Kyllä
2025-1-FI01-KA121-ADU-000315463,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10195898,,Helsingin kaupunki,Local Public body,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,132940,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000315473,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10152054,,"Oulun aikuislukio, Oulun kaupunki",School/Institute/Educational centre – Adult education,Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,29009,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000315723,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10151409,,Live-säätiö sr,Foundation,Espoo,Uusimaa,15,1.6.2025,31.8.2026,44256,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000317904,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10212878,,Kuopion kaupunki,Local Public body,Kuopio,Pohjois-Savo,15,1.6.2025,31.8.2026,24836,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000318184,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10076972,,Työväen Akatemia,School/Institute/Educational centre – Adult education,Kauniainen,Uusimaa,15,1.6.2025,31.8.2026,38462,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000319191,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10071612,,Savonlinnan lyseon lukio,School/Institute/Educational centre – Adult education,Savonlinna,Etelä-Savo,15,1.6.2025,31.8.2026,12815,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000319740,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10090001,,Koulutuskuntayhtymä Tavastia,School/Institute/Educational centre – Adult education,Hämeenlinna,Kanta-Häme,15,1.6.2025,31.8.2026,16260,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000320148,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10117172,,Espoon kaupunki,Local Public body,Espoo,Uusimaa,15,1.6.2025,31.8.2026,13224,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000320157,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10052044,,Lahden kansanopiston säätiö,School/Institute/Educational centre – Adult education,Lahti,Päijät-Häme,15,1.6.2025,31.8.2026,36217,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000323393,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10056227,,Pirkanmaan muotoilu- ja taideteollisuusyhdistys Modus ry,Non-governmental organisation/association,Tampere,Pirkanmaa,15,1.6.2025,31.8.2026,30634,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000324332,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10024114,,Valkeakosken kaupunki,Local Public body,Valkeakoski,Pirkanmaa,15,1.6.2025,31.8.2026,105649,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000324671,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10096610,,Helsingin Diakonissalaitoksen säätiö sr,School/Institute/Educational centre – Adult education,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,63200,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000326098,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10331694,,Vapaan Taidekoulun kannatusyhdistys ry,Non-governmental organisation/association,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,114296,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000326382,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10226470,,Otsolan Kannatusyhdistys ry,Non-governmental organisation/association,Pori,Satakunta,15,1.6.2025,31.8.2026,35691,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000326550,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10279921,,Suomen Klubitalot ry,Non-governmental organisation/association,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,54615,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000328616,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10281317,,Sotungin etälukio,School/Institute/Educational centre – Adult education,Vantaa,Uusimaa,15,1.6.2025,31.8.2026,41160,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000331421,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10195417,,Sastamalan kaupunki,Local Public body,Sastamala,Pirkanmaa,15,1.6.2025,31.8.2026,113935,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000332399,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10075478,,Iisalmen kaupunki,Local Public body,Iisalmi,Pohjois-Savo,15,1.6.2025,31.8.2026,28718,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000333640,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10103290,,Tukena-säätiö sr,Foundation,Tampere,Pirkanmaa,15,1.6.2025,31.8.2026,24692,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000334278,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10016858,,Eiran aikuislukio,School/Institute/Educational centre – Adult education,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,145784,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000334901,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10303249,,Toimihenkilöjärjestöjen Opintoliitto TJO ry,Non-governmental organisation/association,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,58839,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000334946,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10357918,,"Medborgarinstitutet, Mariehamns stad",School/Institute/Educational centre – Adult education,Maarianhamina,Ahvenanmaa,15,1.6.2025,31.8.2026,89543,,,#PUUTTUU!,Kyllä
2025-1-FI01-KA121-ADU-000336438,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10209161,,ÅBO AKADEMI,Higher education institution (tertiary level),Turku,Varsinais-Suomi,15,1.6.2025,31.8.2026,38648,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000341205,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10003617,,Valo-valmennusyhdistys ry,Non-governmental organisation/association,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,93951,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000341720,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10121765,,Otavan Opiston liikelaitos,School/Institute/Educational centre – Adult education,Mikkeli,Etelä-Savo,15,1.6.2025,31.8.2026,27770,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000342057,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10182641,,Sosiaalipedagogiikan säätiö,Foundation,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,46757,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000342143,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10095036,,Vaasan kansalaisopisto Alma,School/Institute/Educational centre – Adult education,Vaasa,Pohjanmaa,15,1.6.2025,31.8.2026,37988,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000342305,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10108613,,Seinäjoen kansalaisopisto,School/Institute/Educational centre – Adult education,Seinäjoki,Etelä-Pohjanmaa,15,1.6.2025,31.8.2026,123383,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000342416,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10168558,,Spring House Oy,Small and medium sized enterprise,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,21474,,,#PUUTTUU!,
2025-1-FI01-KA121-ADU-000343058,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2025,E10128721,,Oulun kaupunki,Local Public body,Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,159711,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000306561,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10129396,,Mutalan koulu,School/Institute/Educational centre – General education (basic education),Joensuu,Pohjois-Karjala,15,1.6.2025,31.8.2026,20807,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000306620,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10263567,,Juuan kunta,School/Institute/Educational centre – General education (basic education),Juuka,Pohjois-Karjala,15,1.6.2025,31.8.2026,45505,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000307429,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10151860,,"Kaakkurin koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,15362,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000307590,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10069954,,Tikkakosken yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Jyväskylä,Keski-Suomi,15,1.6.2025,31.8.2026,18471,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000307932,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10070392,,Putaan koulu,School/Institute/Educational centre – General education (basic education),Tornio,Lappi,15,1.6.2025,31.8.2026,22335,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000307951,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10149504,,Kuulammen koulu,School/Institute/Educational centre – General education (basic education),Tyrnävä,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,24845,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308077,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10166266,,Helsingin yhteislyseo,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,39395,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308156,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10221876,,Orimattilan yhteiskoulu ja Erkko-lukio,School/Institute/Educational centre – General education (secondary level),Orimattila,Päijät-Häme,15,1.6.2025,31.8.2026,24111,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308221,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10105275,,Alavan koulu,School/Institute/Educational centre – General education (basic education),Kuopio,Pohjois-Savo,15,1.6.2025,31.8.2026,19587,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308226,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10084998,,"Kauniaisten lukio, Kauniaisten kaupunki",School/Institute/Educational centre – General education (secondary level),Kauniainen,Uusimaa,15,1.6.2025,31.8.2026,21962,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308240,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10306405,,Kempeleen lukio,School/Institute/Educational centre – General education (secondary level),Kempele,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,14627,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308357,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10073669,,Leppävirran lukio,School/Institute/Educational centre – General education (secondary level),Leppävirta,Pohjois-Savo,15,1.6.2025,31.8.2026,14906,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308376,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10188503,,Oulunlahden koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,21985,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308379,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10048300,,Kivelän koulu,School/Institute/Educational centre – General education (basic education),Leppävirta,Pohjois-Savo,15,1.6.2025,31.8.2026,14401,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308530,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10132033,,Pargas stad,Local Public body,Parainen,Varsinais-Suomi,15,1.6.2025,31.8.2026,17384,,,#PUUTTUU!,Kyllä
2025-1-FI01-KA121-SCH-000308569,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10034663,,Mäkelänrinteen lukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,33443,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308628,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10110771,,Kirkonkylän koulu,School/Institute/Educational centre – General education (basic education),Laihia,Pohjanmaa,15,1.6.2025,31.8.2026,4400,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308670,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10169020,,Kimpisen koulu,School/Institute/Educational centre – General education (basic education),Lappeenranta,Etelä-Karjala,15,1.6.2025,31.8.2026,41504,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000308767,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10009538,,Sotkamon lukio,School/Institute/Educational centre – General education (secondary level),Sotkamo,Kainuu,15,1.6.2025,31.8.2026,66230,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000309411,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10064461,,Lapijoen koulu,School/Institute/Educational centre – General education (basic education),Eurajoki,Satakunta,15,1.6.2025,31.8.2026,18271,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000309658,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10138589,,"Huutijärven koulu, Kangasalan kunta",School/Institute/Educational centre – General education (basic education),Kangasala,Pirkanmaa,15,1.6.2025,31.8.2026,24474,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000309886,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10143569,,Kalajoen kaupunki,School/Institute/Educational centre – General education (basic education),Kalajoki,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,81337,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000309908,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10144955,,Oulunsalon Kirkonkylän koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,14641,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310103,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10084913,,Harjurinteen koulu,School/Institute/Educational centre – General education (basic education),Loviisa,Uusimaa,15,1.6.2025,31.8.2026,30548,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310316,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10158277,,Ruukin koulu,School/Institute/Educational centre – General education (basic education),Siikajoki,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,15701,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310332,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10342644,,Ranuan lukio,School/Institute/Educational centre – General education (secondary level),Ranua,Lappi,15,1.6.2025,31.8.2026,16861,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310731,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10021821,,Sammonlahden koulu,School/Institute/Educational centre – General education (basic education),Lappeenranta,Etelä-Karjala,15,1.6.2025,31.8.2026,29781,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310742,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10180657,,Mäntynummen yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Lohja,Uusimaa,15,1.6.2025,31.8.2026,41683,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310856,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10211925,,Ylivieskan kaupunki,School/Institute/Educational centre – General education (basic education),Ylivieska,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,62920,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000310998,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10188339,,Vaskivuoren lukio,School/Institute/Educational centre – General education (secondary level),Vantaa,Uusimaa,15,1.6.2025,31.8.2026,67036,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311030,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10130905,,Niittykummun koulu,School/Institute/Educational centre – General education (basic education),Espoo,Uusimaa,15,1.6.2025,31.8.2026,14384,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311031,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10127292,,Rajakylan koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,28838,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311131,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10066802,,Oulunkylän yhteiskoulu,Other type of organisation,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,60752,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311156,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10051216,,"Tampereen kaupunki, Tammerkosken lukio",School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,15,1.6.2025,31.8.2026,101447,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311170,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10087326,,Muuramen lukio,School/Institute/Educational centre – General education (secondary level),Muurame,Keski-Suomi,15,1.6.2025,31.8.2026,23870,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311333,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10173338,,Sursik skola,School/Institute/Educational centre – General education (basic education),Pedersöre,Pohjanmaa,15,1.6.2025,31.8.2026,23920,,,#PUUTTUU!,Kyllä
2025-1-FI01-KA121-SCH-000311434,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10116555,,Liedon lukio,School/Institute/Educational centre – General education (secondary level),Lieto,Varsinais-Suomi,15,1.6.2025,31.8.2026,38194,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311442,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10242503,,Haapaveden kaupunki,School/Institute/Educational centre – General education (basic education),Haapavesi,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,91647,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311446,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10115508,,Luvian yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Eurajoki,Satakunta,15,1.6.2025,31.8.2026,20029,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311458,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10279059,,Loimaan seudun musiikkiopisto,Other type of organisation,Loimaa,Varsinais-Suomi,15,1.6.2025,31.8.2026,13390,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311556,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10130627,,Lauritsalan koulu,School/Institute/Educational centre – General education (basic education),Lappeenranta,Etelä-Karjala,15,1.6.2025,31.8.2026,25131,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311692,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10249280,,Taavetin koulu,School/Institute/Educational centre – General education (basic education),Luumäki,Etelä-Karjala,15,1.6.2025,31.8.2026,25542,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311783,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10145223,,Lyceiparkens skola,School/Institute/Educational centre – General education (basic education),Porvoo,Uusimaa,15,1.6.2025,31.8.2026,18226,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311829,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10036303,,Polvijärven koulu,School/Institute/Educational centre – General education (basic education),Polvijärvi,Pohjois-Karjala,15,1.6.2025,31.8.2026,29488,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000311870,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10154956,,Sibelius-lukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,93991,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312317,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10193954,,Suomalais-venäläinen koulu,School/Institute/Educational centre – General education (basic education),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,20178,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312583,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10089825,,Limingan kunta,School/Institute/Educational centre – General education (basic education),Liminka,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,149232,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312591,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10263754,,Ounasrinteen peruskoulu,School/Institute/Educational centre – General education (basic education),Rovaniemi,Lappi,15,1.6.2025,31.8.2026,28570,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312594,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10205297,,Ressun lukio IB World School 001419,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,25907,,,#PUUTTUU!,
